filename,true_class,predicted_class,confidence,correct
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_895.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78702676,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_896.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7869903,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_897.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7851459,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_898.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7869365,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_899.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78982306,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_9.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79207534,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_90.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7903819,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_900.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79304725,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_901.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7891566,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_902.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7841026,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_903.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7881527,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_904.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7871809,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_905.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78743386,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_906.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78385466,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_907.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7921447,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_908.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7921387,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_909.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79194397,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_91.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79370683,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_910.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.790763,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_911.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7953134,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_912.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7953134,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_913.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7862807,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_914.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78503346,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_915.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7860075,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_916.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79731035,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_917.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7941943,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_918.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.790595,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_919.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7971357,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_92.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79127145,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_920.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7979916,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_921.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7956451,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_922.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8022836,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_923.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78546125,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_924.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7877243,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_925.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78774446,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_926.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78546125,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_927.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7846041,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_928.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7851357,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_929.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7896739,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_93.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7827056,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_930.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78971547,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_931.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7872016,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_932.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79122406,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_933.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79692537,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_934.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7854234,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_935.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7830807,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_936.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.785276,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_937.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7850447,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_938.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79665613,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_939.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79665613,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_94.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78305733,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_940.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.801922,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_941.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.80897915,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_942.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7999935,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_943.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.791842,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_944.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7890556,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_945.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78564644,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_946.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7858532,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_947.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8017488,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_948.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8002203,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_949.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7945609,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_95.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7827056,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_950.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8002203,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_951.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7933857,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_952.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7914854,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_953.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7912126,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_954.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78918433,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_955.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.787549,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_956.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78915614,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_957.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.786743,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_958.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8015585,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_959.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8015585,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_96.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7927485,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_960.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7895469,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_961.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78954697,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_962.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7967958,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_963.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7912183,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_964.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78501654,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_965.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78430873,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_966.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79770535,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_967.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79770535,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_968.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.8027795,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_969.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7946007,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_97.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79272866,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_970.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7976908,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_971.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7868949,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_972.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7894525,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_973.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78786016,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_974.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78444177,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_975.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.79052347,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_976.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7907677,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_977.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7908673,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_978.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7905849,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_979.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78885615,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_98.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7911048,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_980.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7856956,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_981.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78833294,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_982.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7856956,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_983.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7848889,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_984.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.784995,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_985.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7855422,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_986.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7867513,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_987.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7891995,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_988.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7862943,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_989.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78769267,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_99.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7911048,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_990.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78482485,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_991.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7850134,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_992.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78778845,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_993.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7850134,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_994.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78673863,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_995.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7898546,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_996.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7876238,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_997.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.78673863,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_998.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7879431,False
Heartleaf False Pickerelweed (Monochoria korsakowii)\augmented_image_999.jpg,Heartleaf False Pickerelweed (Monochoria korsakowii),Common Duckweeds (Lemna minor),0.7879431,False
Water Lettuce (Pistia stratiotes)\augmented_image_10.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.786206,False
Water Lettuce (Pistia stratiotes)\augmented_image_100.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7878368,False
Water Lettuce (Pistia stratiotes)\augmented_image_1000.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.785722,False
Water Lettuce (Pistia stratiotes)\augmented_image_1001.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7892134,False
Water Lettuce (Pistia stratiotes)\augmented_image_101.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7964819,False
Water Lettuce (Pistia stratiotes)\augmented_image_102.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79732245,False
Water Lettuce (Pistia stratiotes)\augmented_image_103.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79003656,False
Water Lettuce (Pistia stratiotes)\augmented_image_104.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7864984,False
Water Lettuce (Pistia stratiotes)\augmented_image_105.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7862304,False
Water Lettuce (Pistia stratiotes)\augmented_image_106.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7863053,False
Water Lettuce (Pistia stratiotes)\augmented_image_107.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78361046,False
Water Lettuce (Pistia stratiotes)\augmented_image_108.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7860716,False
Water Lettuce (Pistia stratiotes)\augmented_image_109.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78762555,False
Water Lettuce (Pistia stratiotes)\augmented_image_11.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79245096,False
Water Lettuce (Pistia stratiotes)\augmented_image_110.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78876114,False
Water Lettuce (Pistia stratiotes)\augmented_image_111.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7877489,False
Water Lettuce (Pistia stratiotes)\augmented_image_112.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78361046,False
Water Lettuce (Pistia stratiotes)\augmented_image_113.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78361046,False
Water Lettuce (Pistia stratiotes)\augmented_image_114.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78361046,False
Water Lettuce (Pistia stratiotes)\augmented_image_115.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7890231,False
Water Lettuce (Pistia stratiotes)\augmented_image_116.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7888075,False
Water Lettuce (Pistia stratiotes)\augmented_image_117.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79020447,False
Water Lettuce (Pistia stratiotes)\augmented_image_118.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7901233,False
Water Lettuce (Pistia stratiotes)\augmented_image_119.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7905376,False
Water Lettuce (Pistia stratiotes)\augmented_image_12.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79241115,False
Water Lettuce (Pistia stratiotes)\augmented_image_120.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78815824,False
Water Lettuce (Pistia stratiotes)\augmented_image_121.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79554933,False
Water Lettuce (Pistia stratiotes)\augmented_image_122.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79566884,False
Water Lettuce (Pistia stratiotes)\augmented_image_123.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.788725,False
Water Lettuce (Pistia stratiotes)\augmented_image_124.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7870867,False
Water Lettuce (Pistia stratiotes)\augmented_image_125.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7886184,False
Water Lettuce (Pistia stratiotes)\augmented_image_126.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7921742,False
Water Lettuce (Pistia stratiotes)\augmented_image_127.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79136086,False
Water Lettuce (Pistia stratiotes)\augmented_image_128.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7834267,False
Water Lettuce (Pistia stratiotes)\augmented_image_129.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7834267,False
Water Lettuce (Pistia stratiotes)\augmented_image_13.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79382807,False
Water Lettuce (Pistia stratiotes)\augmented_image_130.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7865954,False
Water Lettuce (Pistia stratiotes)\augmented_image_131.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78984255,False
Water Lettuce (Pistia stratiotes)\augmented_image_132.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7877829,False
Water Lettuce (Pistia stratiotes)\augmented_image_133.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7879546,False
Water Lettuce (Pistia stratiotes)\augmented_image_134.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78938794,False
Water Lettuce (Pistia stratiotes)\augmented_image_135.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7863472,False
Water Lettuce (Pistia stratiotes)\augmented_image_136.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7863472,False
Water Lettuce (Pistia stratiotes)\augmented_image_137.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7861413,False
Water Lettuce (Pistia stratiotes)\augmented_image_138.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7874805,False
Water Lettuce (Pistia stratiotes)\augmented_image_139.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7861413,False
Water Lettuce (Pistia stratiotes)\augmented_image_14.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7850589,False
Water Lettuce (Pistia stratiotes)\augmented_image_140.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78981704,False
Water Lettuce (Pistia stratiotes)\augmented_image_141.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78974634,False
Water Lettuce (Pistia stratiotes)\augmented_image_142.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78974634,False
